0	3.0
1	3.782705
2	2.872385
3	3.4247313
4	3.8008947
5	3.2588236
6	3.1478872
7	3.0149255
8	3.4777777
9	3.5432098
10	4.1812415
11	3.8899372
12	4.3968425
13	4.0099835
14	3.9260273
15	4.031833
16	3.364
17	3.0430622
18	3.481752
19	4.0
20	3.6760564
21	4.11179
22	3.59375
23	3.0163934
24	3.2973979
25	3.8550725
26	3.7997823
27	3.4014084
28	3.681416
29	3.8947368
30	4.0209556
31	3.4736843
32	3.6981132
33	3.9466667
34	4.0
35	3.6214285
36	3.9270833
37	3.0
38	3.637931
39	3.3185012
40	3.5020661
41	3.4705882
42	3.5507247
43	3.0227273
44	4.0827584
45	3.3046358
46	3.4143126
47	3.8859975
48	3.5112107
49	3.6338384
50	3.998115
51	4.0
52	3.0
53	3.7111597
54	3.8397977
55	3.055993
56	3.0
57	3.0
58	3.0
59	4.0
60	3.0
61	3.5336652
62	4.0
63	3.5797873
64	4.0
65	4.0
66	3.0
67	2.0
68	3.6513157
69	3.6875
70	4.0
71	3.0
72	2.0
73	3.5838385
74	3.0
75	4.2302933
76	1.0
77	3.5810254
78	3.0
79	3.6956522
80	3.4692307
81	4.0
82	1.0
83	3.4886363
84	2.0
85	4.0067
86	3.1136363
87	5.0
88	3.5227273
89	4.0361514
90	3.9246
91	4.055419
92	4.1428065
93	4.05684
94	3.5908315
95	3.3483844
96	3.8297873
97	3.5730503
98	3.4186356
99	3.3431194
100	4.1728396
101	3.9983425
102	3.7527497
103	3.9760149
104	4.0685163
105	3.7862275
106	3.6857522
107	4.0
108	4.1014714
109	3.526425
110	3.8125
111	3.7783415
112	3.0
113	4.1633515
114	4.179272
115	4.5327454
116	4.050176
117	4.128886
118	3.2134871
119	3.2741227
120	4.0408363
121	3.8155491
122	4.1066813
123	3.9447777
124	3.5797825
125	2.9793322
126	3.8796883
127	5.0
128	3.7200067
129	3.6813188
130	3.5071943
131	4.0
132	5.0
133	4.0
134	4.0
135	4.098089
136	4.0145025
137	4.0703893
138	3.0153258
139	3.6789298
140	4.1223226
141	3.8093386
142	3.9493232
143	3.8676476
144	4.0113
145	3.5833142
146	3.589281
147	4.345069
148	4.3638167
149	4.1780195
150	4.438449
151	4.420939
152	4.2936373
153	4.3745975
154	3.8492002
155	3.8805718
156	3.9760063
157	3.774552
158	3.8434238
159	3.7509584
160	4.2237015
161	4.3912635
162	4.387596
163	4.385836
164	4.2457666
165	4.5593014
166	4.32266
167	4.4175315
168	4.0260534
169	2.0
170	4.1736608
171	4.2652235
172	4.291351
173	4.387529
174	4.3256755
175	4.306219
176	4.3091526
177	4.2248445
178	4.1556892
179	4.346176
180	4.067098
181	3.8700376
182	3.6865616
183	4.293626
184	4.277528
185	4.228008
186	4.26928
187	4.1740236
188	4.2157955
189	3.5953574
190	4.066545
191	4.026023
192	4.101971
193	4.037987
